"","ProbeName","GeneName","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"44527","A_96_P211164","Solyc04g009960.3.1",-1.25091942678699,11.239312981314,-4.68321659861177,0.00156066306660674,0.0197982836308141,-1.14135132781609
"34172","A_96_P057446","Solyc01g108190.3.1",1.20029547022008,10.5144919344723,4.65954578567738,0.00154048172583226,0.0197050294043833,-1.14136963674312
"21046","A_96_P031331","Solyc12g089160.3.1",-0.860509946145704,9.82608868977289,-4.63664704260468,0.0015239030133005,0.0195608752480913,-1.14279736779091
"18821","A_96_P040991","Solyc05g007200.4.1",0.641968211614635,13.1424990005989,4.63654136274656,0.00152411819641378,0.0195608752480913,-1.14294563390568
"19616","A_96_P171554","Solyc10g078500.1.1",1.25901266689519,6.01736176373394,4.63572478587574,0.00152578200216717,0.019569147923587,-1.14409132559407
"38685","A_96_P214224","Solyc01g049650.3.1",-0.837049478022229,10.1975433967315,-4.63291097359981,0.0015315303216336,0.0196297611317524,-1.14803997398835
"23486","A_96_P126892","Solyc01g112310.4.1",-0.842711909103521,9.27888851706322,-4.62714867504352,0.00154337535326875,0.0197074684881742,-1.15612989444984
"21143","A_96_P231289","Solyc01g010480.3.1",1.0633816125119,7.2726921246799,4.62696637817765,0.00154375169824031,0.0197074684881742,-1.15638590796206
"19078","A_96_P091484","Solyc03g059180.4.1",-0.920531287737018,9.78148521876095,-4.62526662056877,0.00154726556649999,0.0197247559123092,-1.1587732435032
"7975","A_96_P172974","Solyc02g091580.4.1",-0.898696502470081,9.91155106760974,-4.62500947453015,0.00154779791156683,0.0197247559123092,-1.15913444603576
"42912","A_96_P009071","Solyc01g110530.3.1",0.979147941943932,10.8153107118551,4.62433749130656,0.00154918999054389,0.0197247559123092,-1.1600783993041
"36552","A_96_P195139","Solyc01g060240.4.1",0.894066100412444,7.96094415253468,4.62432532633825,0.00154921520394595,0.0197247559123092,-1.16009548838054
"37972","A_96_P045596","Solyc02g083990.3.1",0.641160925209767,9.15160192508953,4.6213517868977,0.00155539157071806,0.0197902704822973,-1.16427330284728
"18052","A_96_P084009","Solyc11g006040.2.1",1.72548544420147,7.36794723784012,4.6628450080078,0.00159474463278604,0.0201176721087333,-1.16563835818966
"16385","A_96_P021396","Solyc11g072640.3.1",-0.535695676814089,10.3178062149053,-4.62026582796499,0.0015576538633223,0.0197982836308141,-1.16579939603547
"38733","A_96_P086264","Solyc04g082700.3.1",0.924223953259929,6.75589017580462,4.61973757448803,0.00155875561895538,0.0197982836308141,-1.16654181092082
"30433","A_96_P038426","Solyc04g054460.3.1",-0.552182333564134,12.4699765161737,-4.61857794946244,0.00156117715713815,0.0197982836308141,-1.1681717080969
"23105","A_96_P211254","Solyc02g080570.3.1",-0.670548658077818,8.62543778287461,-4.61655485462161,0.00156541154928524,0.0198388790404466,-1.17101571806904
"5946","A_96_P114392","Solyc06g060590.3.1",0.752678572016653,5.21437928677672,4.6159630508978,0.00156665255815633,0.0198415099713731,-1.17184777282298
"11449","A_96_P198559","Solyc06g073540.4.1",-0.901975843071675,11.4630811368513,-4.61273055039142,0.00157344990317523,0.0199144615299699,-1.17639346028116
"23797","A_96_P111022","Solyc07g054300.3.1",1.12482824863006,7.81819285580184,4.61096939490662,0.00157716670520838,0.0199483535836633,-1.17887072212381
"37107","A_96_P177259","Solyc12g014190.2.1",-0.991663589300537,8.89342123021552,-4.60843089587094,0.0015825407602097,0.0200031485161463,-1.18244220587114
"37029","A_96_P237392","Solyc06g060170.3.1",-0.67332252267771,6.18430024646278,-4.60758768773863,0.00158433022922907,0.0200125923692093,-1.18362874780204
